,region,sector,Year,value
443,China,process heat cement,2100,0.00312394184
444,China,transport,2025,0.0356873712
445,China,transport,2030,0.1664111983
446,China,transport,2035,0.39810212429
447,China,transport,2040,0.57366737064
448,China,transport,2045,0.6926811055
449,China,transport,2050,0.8246121609999999
450,China,transport,2055,0.9560245920000001
451,China,transport,2060,1.0936837609999999
452,China,transport,2065,1.202417834
453,China,transport,2070,1.292589967
454,China,transport,2075,1.349687778
455,China,transport,2080,1.3580316280000002
456,China,transport,2085,1.354131125
457,China,transport,2090,1.34957329
458,China,transport,2095,1.3323069960000002
459,China,transport,2100,1.3399421539999998
460,India,N fertilizer,2025,0.000469643
461,India,N fertilizer,2030,0.0047208829999999995
462,India,N fertilizer,2035,0.020808834000000002
463,India,N fertilizer,2040,0.045520786
464,India,N fertilizer,2045,0.06814175
465,India,N fertilizer,2050,0.0877972749
466,India,N fertilizer,2055,0.1033149449
467,India,N fertilizer,2060,0.11581753625999999
468,India,N fertilizer,2065,0.1250171139
469,India,N fertilizer,2070,0.130537528
470,India,N fertilizer,2075,0.133541935
471,India,N fertilizer,2080,0.13513222199999997
472,India,N fertilizer,2085,0.135852513
473,India,N fertilizer,2090,0.13588131
474,India,N fertilizer,2095,0.13545584800000002
475,India,N fertilizer,2100,0.134895002
476,India,agricultural energy use,2025,0.00309244
477,India,agricultural energy use,2030,0.01137493
478,India,agricultural energy use,2035,0.022821559999999998
479,India,agricultural energy use,2040,0.032950674
480,India,agricultural energy use,2045,0.042943709999999996
481,India,agricultural energy use,2050,0.05032212
482,India,agricultural energy use,2055,0.05358369
483,India,agricultural energy use,2060,0.05423378
484,India,agricultural energy use,2065,0.053623889999999994
485,India,agricultural energy use,2070,0.052925959999999994
486,India,agricultural energy use,2075,0.05277256
487,India,agricultural energy use,2080,0.05269360000000001
488,India,agricultural energy use,2085,0.0522238
489,India,agricultural energy use,2090,0.05119467
490,India,agricultural energy use,2095,0.04955376
491,India,agricultural energy use,2100,0.04767845
492,India,building,2025,5.9808799999999996e-05
493,India,building,2030,0.000991456
494,India,building,2035,0.0019497450000000001
495,India,building,2040,0.00320945
496,India,building,2045,0.00477011
497,India,building,2050,0.00637421
498,India,building,2055,0.00699492
499,India,building,2060,0.0075299600000000005
500,India,building,2065,0.00792927
501,India,building,2070,0.00827199
502,India,building,2075,0.00859917
503,India,building,2080,0.00888995
504,India,building,2085,0.00907366
505,India,building,2090,0.00911132
506,India,building,2095,0.00891833
507,India,building,2100,0.00869296
508,India,chemical energy use,2055,0.000605998
509,India,chemical energy use,2060,0.001410744
510,India,chemical energy use,2065,0.002329059
511,India,chemical energy use,2070,0.003282467
512,India,chemical energy use,2075,0.0042190560000000005
513,India,chemical energy use,2080,0.005161292
514,India,chemical energy use,2085,0.0061728814
515,India,chemical energy use,2090,0.0072296741500000004
516,India,chemical energy use,2095,0.008220303140000001
517,India,chemical energy use,2100,0.009109209299
518,India,construction energy use,2025,0.000227881
519,India,construction energy use,2030,0.0008097930000000001
520,India,construction energy use,2035,0.001722224
521,India,construction energy use,2040,0.0027956843
522,India,construction energy use,2045,0.004008071
523,India,construction energy use,2050,0.005165146
524,India,construction energy use,2055,0.005995587
525,India,construction energy use,2060,0.006550387
526,India,construction energy use,2065,0.006929429
527,India,construction energy use,2070,0.0072225480000000005
528,India,construction energy use,2075,0.007488455
529,India,construction energy use,2080,0.007715612
530,India,construction energy use,2085,0.007878869
531,India,construction energy use,2090,0.007957533000000001
532,India,construction energy use,2095,0.00794508
533,India,construction energy use,2100,0.007876507
534,India,industry,2025,0.003206072
535,India,industry,2030,0.010821613
536,India,industry,2035,0.018907763
537,India,industry,2040,0.0263027427
538,India,industry,2045,0.03350383
539,India,industry,2050,0.039373379
540,India,industry,2055,0.042795016000000005
541,India,industry,2060,0.043981084000000004
542,India,industry,2065,0.04344477000000001
543,India,industry,2070,0.04212333
544,India,industry,2075,0.04069968
545,India,industry,2080,0.039161267
546,India,industry,2085,0.037395059999999994
547,India,industry,2090,0.035223682
548,India,industry,2095,0.032438879000000004
549,India,industry,2100,0.029378167999999996
550,India,mining energy use,2025,0.000534829
551,India,mining energy use,2030,0.001924742
552,India,mining energy use,2035,0.003875248
553,India,mining energy use,2040,0.0056695634
554,India,mining energy use,2045,0.007542261
555,India,mining energy use,2050,0.009069885
556,India,mining energy use,2055,0.009877999
557,India,mining energy use,2060,0.010192152
558,India,mining energy use,2065,0.010252846999999999
559,India,mining energy use,2070,0.010246923000000002
560,India,mining energy use,2075,0.010284966999999999
