,Year,region,mode,technology,value
331,2080,Africa_Western,Domestic Aviation,Hydrogen,0.319234
332,2080,Africa_Western,Domestic Aviation,Liquids,1.48035
333,2080,Africa_Western,International Aviation,BEV,0.000518468
334,2080,Africa_Western,International Aviation,Hydrogen,0.00641693
335,2080,Africa_Western,International Aviation,Liquids,0.875147
336,2080,Brazil,Domestic Aviation,BEV,0.0473023
337,2080,Brazil,Domestic Aviation,Hydrogen,0.0346096
338,2080,Brazil,Domestic Aviation,Liquids,0.192112
339,2080,Brazil,International Aviation,BEV,0.000188277
340,2080,Brazil,International Aviation,Hydrogen,0.00173365
341,2080,Brazil,International Aviation,Liquids,0.268456
342,2080,China,Domestic Aviation,BEV,0.637511
343,2080,China,Domestic Aviation,Hydrogen,0.510426
344,2080,China,Domestic Aviation,Liquids,2.48336
345,2080,China,International Aviation,BEV,0.000873837
346,2080,China,International Aviation,Hydrogen,0.00869207
347,2080,China,International Aviation,Liquids,1.13668
348,2080,India,Domestic Aviation,BEV,0.447508
349,2080,India,Domestic Aviation,Hydrogen,0.474235
350,2080,India,Domestic Aviation,Liquids,2.20656
351,2080,India,International Aviation,BEV,0.00065026
352,2080,India,International Aviation,Hydrogen,0.00832902
353,2080,India,International Aviation,Liquids,1.07884
354,2080,South Asia,Domestic Aviation,BEV,0.01694194
355,2080,South Asia,Domestic Aviation,Hydrogen,0.01516652
356,2080,South Asia,Domestic Aviation,Liquids,0.10856160000000001
357,2080,South Asia,International Aviation,BEV,0.000392968
358,2080,South Asia,International Aviation,Hydrogen,0.00441376
359,2080,South Asia,International Aviation,Liquids,0.868182
360,2085,Africa_Western,Domestic Aviation,BEV,0.389282
361,2085,Africa_Western,Domestic Aviation,Hydrogen,0.394313
362,2085,Africa_Western,Domestic Aviation,Liquids,1.73398
363,2085,Africa_Western,International Aviation,BEV,0.000631959
364,2085,Africa_Western,International Aviation,Hydrogen,0.00779881
365,2085,Africa_Western,International Aviation,Liquids,1.00841
