,Year,region,mode,technology,value
1240,2070,Canada,rail,FCEV,0.00979022
1243,2070,Canada,road,BEV,0.17888339295599998
1244,2070,Canada,road,FCEV,0.099344701846
1248,2070,Canada,shipping,BEV,0.008948778
1249,2070,Canada,shipping,FCEV,0.00334778
1252,2070,EU-15,aviation,BEV,0.45835593999999996
1255,2070,EU-15,rail,BEV,0.00637082
1256,2070,EU-15,rail,Electric,0.2577872
1257,2070,EU-15,rail,FCEV,0.00993453
1260,2070,EU-15,road,BEV,0.6168211875240001
1261,2070,EU-15,road,FCEV,0.4301298332462
1265,2070,EU-15,shipping,BEV,0.051503
1266,2070,EU-15,shipping,FCEV,0.10710696
1269,2070,European Free Trade Association,aviation,BEV,0.029362988
1272,2070,European Free Trade Association,rail,BEV,0.000616794
1273,2070,European Free Trade Association,rail,Electric,0.019754100000000004
1274,2070,European Free Trade Association,rail,FCEV,0.000968655
1277,2070,European Free Trade Association,road,BEV,0.023884270460000002
1278,2070,European Free Trade Association,road,FCEV,0.016841809620000002
1282,2070,European Free Trade Association,shipping,BEV,0.009215036900000001
1283,2070,European Free Trade Association,shipping,FCEV,0.0015927250000000001
1286,2070,Russia,aviation,BEV,0.143906387
1289,2070,Russia,rail,BEV,0.0663558
1290,2070,Russia,rail,Electric,0.23484138
1291,2070,Russia,rail,FCEV,0.0707053
1294,2070,Russia,road,BEV,0.16016952500000003
1295,2070,Russia,road,FCEV,0.07205984499999998
1299,2070,Russia,shipping,BEV,0.01610823
1300,2070,Russia,shipping,FCEV,0.10836285
1303,2070,South Korea,aviation,BEV,0.0824881348
1306,2070,South Korea,rail,BEV,0.000210791
1307,2070,South Korea,rail,Electric,0.004786067
1308,2070,South Korea,rail,FCEV,0.000311058
1311,2070,South Korea,road,BEV,0.06893780117
1312,2070,South Korea,road,FCEV,0.02781115264
1316,2070,South Korea,shipping,BEV,0.0065492020000000005
1317,2070,South Korea,shipping,FCEV,0.0224034987
1320,2070,USA,aviation,BEV,0.87220408
1323,2070,USA,rail,BEV,0.0910034
1324,2070,USA,rail,Electric,0.1085092
1325,2070,USA,rail,FCEV,0.113631
1328,2070,USA,road,BEV,2.5958452000000003
1329,2070,USA,road,FCEV,1.29197796
1333,2070,USA,shipping,BEV,0.08782970000000001
1334,2070,USA,shipping,FCEV,0.1997654
1337,2075,Australia_NZ,aviation,BEV,0.076178832
1340,2075,Australia_NZ,rail,BEV,0.00433709
1341,2075,Australia_NZ,rail,Electric,0.03282818
1342,2075,Australia_NZ,rail,FCEV,0.00572487
1345,2075,Australia_NZ,road,BEV,0.1171648343
